Didok number;Stop name;Date ;Public holiday;Weekday;Nationaler Feiertag;Service Typ;Service;Closed;From 1;until1;From 1;until3;From 1;until3;Company;Schlüssel;OPUIC
4314;La Chaux-de-Fonds;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;CFF;4314-2024-08-01T00:00:00-9999;8504314
4314;La Chaux-de-Fonds;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;CFF;4314-2024-05-20T00:00:00-9999;8504314
4314;La Chaux-de-Fonds;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;CFF;4314-2024-05-09T00:00:00-9999;8504314
4314;La Chaux-de-Fonds;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;CFF;4314-2024-04-01T00:00:00-9999;8504314
4314;La Chaux-de-Fonds;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;CFF;4314-2024-03-31T00:00:00-9999;8504314
4881;Fribourg, gare (TPF);2024-08-01;Bundesfeiertag;Thursday;ja;900;Fundservice;;08:00;13:00;14:00;17:00;;;TPF;4881-2024-08-01T00:00:00-900;8504881
4881;Fribourg, gare (TPF);2024-05-30;Fronleichnam;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;13:00;14:00;17:00;;;TPF;4881-2024-05-30T00:00:00-100;8504881
4881;Fribourg, gare (TPF);2024-05-30;Fronleichnam;Thursday;ja;2102;Reisebüro KTU;ja;;;;;;;TPF;4881-2024-05-30T00:00:00-2102;8504881
4881;Fribourg, gare (TPF);2024-05-09;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;13:00;14:00;17:00;;;TPF;4881-2024-05-09T00:00:00-100;8504881
4881;Fribourg, gare (TPF);2024-03-29;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;13:00;14:00;17:00;;;TPF;4881-2024-03-29T00:00:00-100;8504881
5000;Luzern;2024-08-01;Bundesfeiertag;Thursday;ja;500;Gepäck;;08:00;19:00;;;;;SBB;5000-2024-08-01T00:00:00-500;8505000
5000;Luzern;2024-08-01;Bundesfeiertag;Thursday;ja;1200;Gruppenreisen;;07:00;20:00;;;;;SBB;5000-2024-08-01T00:00:00-1200;8505000
5000;Luzern;2024-08-01;Bundesfeiertag;Thursday;ja;1400;Velovermietung;;08:00;19:00;;;;;SBB;5000-2024-08-01T00:00:00-1400;8505000
5000;Luzern;2024-05-30;Fronleichnam;Thursday;ja;1000;Geldwechsel;;07:00;20:00;;;;;SBB;5000-2024-05-30T00:00:00-1000;8505000
5000;Luzern;2024-05-20;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;SBB;5000-2024-05-20T00:00:00-100;8505000
5000;Luzern;2024-05-20;Pfingstmontag;Monday;ja;700;Gepäckaufbewahrung;;08:00;19:00;;;;;SBB;5000-2024-05-20T00:00:00-700;8505000
5000;Luzern;2024-05-20;Pfingstmontag;Monday;ja;1000;Geldwechsel;;07:00;20:00;;;;;SBB;5000-2024-05-20T00:00:00-1000;8505000
5000;Luzern;2024-05-09;Auffahrt;Thursday;ja;900;Fundservice;;08:00;19:00;;;;;SBB;5000-2024-05-09T00:00:00-900;8505000
5000;Luzern;2024-05-09;Auffahrt;Thursday;ja;1200;Gruppenreisen;;07:00;20:00;;;;;SBB;5000-2024-05-09T00:00:00-1200;8505000
5000;Luzern;2024-05-09;Auffahrt;Thursday;ja;1400;Velovermietung;;08:00;19:00;;;;;SBB;5000-2024-05-09T00:00:00-1400;8505000
5000;Luzern;2024-04-01;Ostermontag;Monday;ja;1200;Gruppenreisen;;07:00;20:00;;;;;SBB;5000-2024-04-01T00:00:00-1200;8505000
5000;Luzern;2024-03-29;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;SBB;5000-2024-03-29T00:00:00-100;8505000
5000;Luzern;2024-03-29;Karfreitag;Friday;ja;500;Gepäck;;08:00;19:00;;;;;SBB;5000-2024-03-29T00:00:00-500;8505000
5000;Luzern;2024-03-29;Karfreitag;Friday;ja;1200;Gruppenreisen;;07:00;20:00;;;;;SBB;5000-2024-03-29T00:00:00-1200;8505000
5004;Arth-Goldau;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;5004-2024-05-30T00:00:00-9999;8505004
5004;Arth-Goldau;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;5004-2024-05-19T00:00:00-9999;8505004
5004;Arth-Goldau;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;5004-2024-03-31T00:00:00-9999;8505004
5004;Arth-Goldau;2024-03-19;St. Josef;Tuesday;ja;9999;Alle Services;ja;;;;;;;SBB;5004-2024-03-19T00:00:00-9999;8505004
5007;Brunnen;2024-08-15;Maria Himmelfahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;5007-2024-08-15T00:00:00-9999;8505007
5007;Brunnen;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;5007-2024-08-01T00:00:00-9999;8505007
5007;Brunnen;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;5007-2024-05-09T00:00:00-9999;8505007
5113;Altdorf;2024-08-15;Maria Himmelfahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;5113-2024-08-15T00:00:00-9999;8505113
5113;Altdorf;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;5113-2024-05-30T00:00:00-9999;8505113
5113;Altdorf;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;5113-2024-05-09T00:00:00-9999;8505113
5213;Bellinzona;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;;08:00;18:00;;;;;FFS;5213-2024-05-30T00:00:00-9999;8505213
5213;Bellinzona;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;08:00;18:00;;;;;FFS;5213-2024-05-19T00:00:00-9999;8505213
5213;Bellinzona;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;;08:00;18:00;;;;;FFS;5213-2024-05-01T00:00:00-9999;8505213
5300;Lugano;2024-05-30;Fronleichnam;Thursday;ja;500;Gepäck;;08:00;19:00;;;;;FFS;5300-2024-05-30T00:00:00-500;8505300
5300;Lugano;2024-05-30;Fronleichnam;Thursday;ja;1100;Western Union;;08:00;19:00;;;;;FFS;5300-2024-05-30T00:00:00-1100;8505300
5300;Lugano;2024-05-20;Pfingstmontag;Monday;ja;1100;Western Union;;08:00;19:00;;;;;FFS;5300-2024-05-20T00:00:00-1100;8505300
5300;Lugano;2024-03-31;Ostern;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;19:00;;;;;FFS;5300-2024-03-31T00:00:00-100;8505300
5300;Lugano;2024-03-31;Ostern;Sunday;ja;500;Gepäck;;08:00;19:00;;;;;FFS;5300-2024-03-31T00:00:00-500;8505300
5300;Lugano;2024-03-31;Ostern;Sunday;ja;900;Fundservice;;08:00;19:00;;;;;FFS;5300-2024-03-31T00:00:00-900;8505300
5305;Mendrisio;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;FFS;5305-2024-05-09T00:00:00-9999;8505305
5305;Mendrisio;2024-05-01;Tag der Arbeit;Wednesday;ja;9999;Alle Services;ja;;;;;;;FFS;5305-2024-05-01T00:00:00-9999;8505305
5307;Chiasso;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;FFS;5307-2024-05-20T00:00:00-9999;8505307
5400;Locarno;2024-06-29;St. Peter und Paul;Saturday;ja;9999;Alle Services;;08:00;18:00;;;;;FFS;5400-2024-06-29T00:00:00-9999;8505400
5400;Locarno;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;08:00;18:00;;;;;FFS;5400-2024-05-19T00:00:00-9999;8505400
6000;Winterthur;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;07:00;20:00;;;;;SBB;6000-2024-08-01T00:00:00-9999;8506000
6000;Winterthur;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;07:00;20:00;;;;;SBB;6000-2024-05-19T00:00:00-9999;8506000
6000;Winterthur;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;07:00;20:00;;;;;SBB;6000-2024-03-29T00:00:00-9999;8506000
6047;Andelfingen;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6047-2024-05-09T00:00:00-9999;8506047
6100;Frauenfeld;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6100-2024-05-19T00:00:00-9999;8506100
6105;Weinfelden;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6105-2024-05-09T00:00:00-9999;8506105
6105;Weinfelden;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6105-2024-04-01T00:00:00-9999;8506105
6105;Weinfelden;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;6105-2024-03-30T00:00:00-9999;8506105
6109;Amriswil;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2024-05-19T00:00:00-9999;8506109
6109;Amriswil;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6109-2024-05-09T00:00:00-9999;8506109
6121;Romanshorn;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;08:30;12:00;13:00;16:00;;;SBB;6121-2024-05-19T00:00:00-9999;8506121
6129;Konstanz;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;09:00;12:10;13:40;18:00;;;SBB;6129-2024-05-20T00:00:00-9999;8506129
6129;Konstanz;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;09:00;12:10;13:40;18:00;;;SBB;6129-2024-05-19T00:00:00-9999;8506129
6129;Konstanz;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;09:00;12:10;13:40;18:00;;;SBB;6129-2024-05-09T00:00:00-9999;8506129
6129;Konstanz;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;09:00;12:10;13:40;18:00;;;SBB;6129-2024-04-01T00:00:00-9999;8506129
6129;Konstanz;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;09:00;12:10;13:40;18:00;;;SBB;6129-2024-03-31T00:00:00-9999;8506129
6131;Kreuzlingen;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6131-2024-05-09T00:00:00-9999;8506131
6139;Stein am Rhein;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6139-2024-03-29T00:00:00-9999;8506139
6200;Wattwil;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SOB;6200-2024-05-19T00:00:00-9999;8506200
6206;Wil;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;6206-2024-08-01T00:00:00-9999;8506206
6206;Wil;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;6206-2024-03-31T00:00:00-9999;8506206
6208;Uzwil;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6208-2024-05-19T00:00:00-9999;8506208
6208;Uzwil;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;6208-2024-03-29T00:00:00-9999;8506208
6210;Gossau SG;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6210-2024-05-20T00:00:00-9999;8506210
6210;Gossau SG;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;6210-2024-04-01T00:00:00-9999;8506210
6290;Herisau;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SOB;6290-2024-04-01T00:00:00-9999;8506290
6299;Nesslau-Neu St. Johann;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SOB;6299-2024-08-01T00:00:00-9999;8506299
6299;Nesslau-Neu St. Johann;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SOB;6299-2024-05-20T00:00:00-9999;8506299
6299;Nesslau-Neu St. Johann;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SOB;6299-2024-05-09T00:00:00-9999;8506299
6299;Nesslau-Neu St. Johann;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SOB;6299-2024-04-01T00:00:00-9999;8506299
6302;St. Gallen;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;07:30;20:00;;;;;SBB;6302-2024-05-20T00:00:00-9999;8506302
6302;St. Gallen;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;07:30;20:00;;;;;SBB;6302-2024-05-19T00:00:00-9999;8506302
6311;Rorschach;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6311-2024-05-19T00:00:00-9999;8506311
6314;St. Margrethen;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6314-2024-05-19T00:00:00-9999;8506314
6314;St. Margrethen;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;ja;;;;;;;SBB;6314-2024-03-30T00:00:00-9999;8506314
6317;Heerbrugg;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;6317-2024-05-19T00:00:00-9999;8506317
6317;Heerbrugg;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;6317-2024-05-09T00:00:00-9999;8506317
7000;Bern;2024-05-20;Pfingstmontag;Monday;ja;1100;Western Union;;07:00;20:00;;;;;SBB;7000-2024-05-20T00:00:00-1100;8507000
7000;Bern;2024-05-19;Pfingsten;Sunday;ja;1000;Geldwechsel;;09:00;19:00;;;;;SBB;7000-2024-05-19T00:00:00-1000;8507000
7000;Bern;2024-05-19;Pfingsten;Sunday;ja;1100;Western Union;;07:00;20:00;;;;;SBB;7000-2024-05-19T00:00:00-1100;8507000
7000;Bern;2024-04-01;Ostermontag;Monday;ja;1100;Western Union;;07:00;20:00;;;;;SBB;7000-2024-04-01T00:00:00-1100;8507000
7000;Bern;2024-04-01;Ostermontag;Monday;ja;1200;Gruppenreisen;ja;;;;;;;SBB;7000-2024-04-01T00:00:00-1200;8507000
7000;Bern;2024-03-29;Karfreitag;Friday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;SBB;7000-2024-03-29T00:00:00-100;8507000
7000;Bern;2024-03-29;Karfreitag;Friday;ja;500;Gepäck;;08:30;19:00;;;;;SBB;7000-2024-03-29T00:00:00-500;8507000
7000;Bern;2024-03-29;Karfreitag;Friday;ja;1000;Geldwechsel;;09:00;19:00;;;;;SBB;7000-2024-03-29T00:00:00-1000;8507000
7000;Bern;2024-03-29;Karfreitag;Friday;ja;1200;Gruppenreisen;ja;;;;;;;SBB;7000-2024-03-29T00:00:00-1200;8507000
7006;Münsingen BLS;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;BLS;7006-2024-08-01T00:00:00-9999;8507006
7006;Münsingen BLS;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;BLS;7006-2024-05-20T00:00:00-9999;8507006
7006;Münsingen BLS;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;BLS;7006-2024-05-09T00:00:00-9999;8507006
7475;Kandersteg;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;07:00;11:30;12:30;15:30;;;BLS;7475-2024-04-01T00:00:00-9999;8507475
7785;Bern, Bahnhof Postautostation;2024-08-01;Bundesfeiertag;Thursday;ja;400;Kundendienst;ja;;;;;;;POST;7785-2024-08-01T00:00:00-400;8507785
7785;Bern, Bahnhof Postautostation;2024-07-31;Tag vor Bundesfeier;Wednesday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:30;17:00;;;;;POST;7785-2024-07-31T00:00:00-100;8507785
7785;Bern, Bahnhof Postautostation;2024-05-08;Mittwoch vor Auffahrt;Wednesday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:30;17:00;;;;;POST;7785-2024-05-08T00:00:00-100;8507785
7851;Adelboden, Post;2024-05-20;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:20;12:00;13:30;17:30;;;AFA;7851-2024-05-20T00:00:00-100;8507851
7851;Adelboden, Post;2024-05-20;Pfingstmontag;Monday;ja;700;Gepäckaufbewahrung;;08:20;12:00;13:30;17:30;;;AFA;7851-2024-05-20T00:00:00-700;8507851
7851;Adelboden, Post;2024-05-09;Auffahrt;Thursday;ja;500;Gepäck;ja;;;;;;;AFA;7851-2024-05-09T00:00:00-500;8507851
7851;Adelboden, Post;2024-05-09;Auffahrt;Thursday;ja;600;;ja;;;;;;;AFA;7851-2024-05-09T00:00:00-600;8507851
8005;Burgdorf;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;8005-2024-04-01T00:00:00-9999;8508005
8005;Burgdorf;2024-03-28;Gründonnerstag;Thursday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;8005-2024-03-28T00:00:00-9999;8508005
8092;Schönbühl Einkaufszentrum (Shoppyland);2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;8092-2024-05-20T00:00:00-9999;8508092
8092;Schönbühl Einkaufszentrum (Shoppyland);2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;8092-2024-05-09T00:00:00-9999;8508092
8092;Schönbühl Einkaufszentrum (Shoppyland);2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;8092-2024-04-01T00:00:00-9999;8508092
8100;Langenthal;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;8100-2024-08-01T00:00:00-9999;8508100
8100;Langenthal;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;8100-2024-05-19T00:00:00-9999;8508100
8100;Langenthal;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;8100-2024-05-09T00:00:00-9999;8508100
8100;Langenthal;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;8100-2024-03-31T00:00:00-9999;8508100
8314;Sarnen;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;08:00;11:45;12:45;17:00;;;ZB;8314-2024-04-01T00:00:00-9999;8508314
8318;Hergiswil;2024-08-15;Maria Himmelfahrt;Thursday;ja;700;Gepäckaufbewahrung;ja;;;;;;;ZB;8318-2024-08-15T00:00:00-700;8508318
8318;Hergiswil;2024-08-15;Maria Himmelfahrt;Thursday;ja;1000;Geldwechsel;ja;;;;;;;ZB;8318-2024-08-15T00:00:00-1000;8508318
8318;Hergiswil;2024-08-15;Maria Himmelfahrt;Thursday;ja;1100;Western Union;ja;;;;;;;ZB;8318-2024-08-15T00:00:00-1100;8508318
8318;Hergiswil;2024-08-15;Maria Himmelfahrt;Thursday;ja;2123;DHL;ja;;;;;;;ZB;8318-2024-08-15T00:00:00-2123;8508318
8318;Hergiswil;2024-08-01;Bundesfeiertag;Thursday;ja;1000;Geldwechsel;ja;;;;;;;ZB;8318-2024-08-01T00:00:00-1000;8508318
8318;Hergiswil;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;ZB;8318-2024-08-01T00:00:00-9999;8508318
8318;Hergiswil;2024-05-30;Fronleichnam;Thursday;ja;2123;DHL;ja;;;;;;;ZB;8318-2024-05-30T00:00:00-2123;8508318
8318;Hergiswil;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;ZB;8318-2024-05-30T00:00:00-9999;8508318
8318;Hergiswil;2024-05-20;Pfingstmontag;Monday;ja;700;Gepäckaufbewahrung;ja;;;;;;;ZB;8318-2024-05-20T00:00:00-700;8508318
8318;Hergiswil;2024-05-20;Pfingstmontag;Monday;ja;1000;Geldwechsel;ja;;;;;;;ZB;8318-2024-05-20T00:00:00-1000;8508318
8318;Hergiswil;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;ZB;8318-2024-05-20T00:00:00-9999;8508318
8318;Hergiswil;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;ZB;8318-2024-05-09T00:00:00-9999;8508318
8318;Hergiswil;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;ZB;8318-2024-04-01T00:00:00-9999;8508318
8318;Hergiswil;2024-03-29;Karfreitag;Friday;ja;1000;Geldwechsel;ja;;;;;;;ZB;8318-2024-03-29T00:00:00-1000;8508318
8391;Stans;2024-08-01;Bundesfeiertag;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-08-01T00:00:00-100;8508391
8391;Stans;2024-08-01;Bundesfeiertag;Thursday;ja;1000;Geldwechsel;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-08-01T00:00:00-1000;8508391
8391;Stans;2024-08-01;Bundesfeiertag;Thursday;ja;2102;Reisebüro KTU;ja;;;;;;;ZB;8391-2024-08-01T00:00:00-2102;8508391
8391;Stans;2024-05-30;Fronleichnam;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:15;17:00;;;;;ZB;8391-2024-05-30T00:00:00-100;8508391
8391;Stans;2024-05-30;Fronleichnam;Thursday;ja;1100;Western Union;;07:15;17:00;;;;;ZB;8391-2024-05-30T00:00:00-1100;8508391
8391;Stans;2024-05-20;Pfingstmontag;Monday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-20T00:00:00-2139;8508391
8391;Stans;2024-05-19;Pfingsten;Sunday;ja;500;Gepäck;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-19T00:00:00-500;8508391
8391;Stans;2024-05-09;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-09T00:00:00-100;8508391
8391;Stans;2024-05-09;Auffahrt;Thursday;ja;2102;Reisebüro KTU;ja;;;;;;;ZB;8391-2024-05-09T00:00:00-2102;8508391
8391;Stans;2024-04-01;Ostermontag;Monday;ja;500;Gepäck;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-04-01T00:00:00-500;8508391
8391;Stans;2024-03-31;Ostern;Sunday;ja;2102;Reisebüro KTU;ja;;;;;;;ZB;8391-2024-03-31T00:00:00-2102;8508391
8391;Stans;2024-03-29;Karfreitag;Friday;ja;700;Gepäckaufbewahrung;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-03-29T00:00:00-700;8508391
8391;Stans;2024-03-29;Karfreitag;Friday;ja;1000;Geldwechsel;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-03-29T00:00:00-1000;8508391
8391;Stans;2024-03-19;St. Josef;Tuesday;ja;500;Gepäck;;07:15;17:00;;;;;ZB;8391-2024-03-19T00:00:00-500;8508391
8391;Stans;2024-03-19;St. Josef;Tuesday;ja;700;Gepäckaufbewahrung;;07:15;17:00;;;;;ZB;8391-2024-03-19T00:00:00-700;8508391
8391;Stans;2024-03-19;St. Josef;Tuesday;ja;1100;Western Union;;07:15;17:00;;;;;ZB;8391-2024-03-19T00:00:00-1100;8508391
8391;Stans;2024-03-19;St. Josef;Tuesday;ja;2102;Reisebüro KTU;;07:15;17:00;;;;;ZB;8391-2024-03-19T00:00:00-2102;8508391
8789;Sörenberg, Post;2024-08-01;Bundesfeiertag;Thursday;ja;500;Gepäck;;09:00;13:00;;;;;POST;8789-2024-08-01T00:00:00-500;8508789
8789;Sörenberg, Post;2024-05-20;Pfingstmontag;Monday;ja;500;Gepäck;ja;;;;;;;POST;8789-2024-05-20T00:00:00-500;8508789
8789;Sörenberg, Post;2024-03-31;Ostern;Sunday;ja;500;Gepäck;ja;;;;;;;POST;8789-2024-03-31T00:00:00-500;8508789
8789;Sörenberg, Post;2024-03-30;Ostersamstag;Saturday;ja;500;Gepäck;;08:00;12:00;13:30;16:00;;;POST;8789-2024-03-30T00:00:00-500;8508789
9000;Chur;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;07:30;18:00;;;;;SBB;9000-2024-05-20T00:00:00-9999;8509000
9000;Chur;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;07:30;18:00;;;;;SBB;9000-2024-05-09T00:00:00-9999;8509000
9000;Chur;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;07:30;18:00;;;;;SBB;9000-2024-03-30T00:00:00-9999;8509000
9255;Pontresina;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;RhB;9255-2024-04-01T00:00:00-9999;8509255
9262;Zernez;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;RhB;9262-2024-05-20T00:00:00-9999;8509262
9262;Zernez;2024-04-01;Ostermontag;Monday;ja;1000;Geldwechsel;ja;;;;;;;RhB;9262-2024-04-01T00:00:00-1000;8509262
9340;Bellinzona, Ufficio Postale;2024-05-30;Fronleichnam;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2024-05-30T00:00:00-100;8509340
9340;Bellinzona, Ufficio Postale;2024-05-19;Pfingsten;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2024-05-19T00:00:00-100;8509340
9411;Sargans;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:30;;;SBB;9411-2024-04-01T00:00:00-9999;8509411
9411;Sargans;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;08:00;17:30;;;;;SBB;9411-2024-03-30T00:00:00-9999;8509411
9881;Sils/Segl Maria;2024-05-18;Pfingstsamstag;Saturday;ja;9999;Alle Services;;09:00;12:00;14:00;18:00;;;SBC;9881-2024-05-18T00:00:00-9999;8509881
9881;Sils/Segl Maria;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBC;9881-2024-05-09T00:00:00-9999;8509881
9881;Sils/Segl Maria;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;09:00;12:00;15:00;18:00;;;SBC;9881-2024-03-31T00:00:00-9999;8509881
9882;Silvaplana, Tourist Information;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;14:00;16:00;;;;;SBC;9882-2024-03-31T00:00:00-9999;8509882
10858;Monthey;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;TMR;10858-2024-05-30T00:00:00-9999;8510858
10858;Monthey;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;TMR;10858-2024-05-20T00:00:00-9999;8510858
10858;Monthey;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;TMR;10858-2024-05-19T00:00:00-9999;8510858
10858;Monthey;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;TMR;10858-2024-04-01T00:00:00-9999;8510858
