Didok number;Stop name;Date ;Public holiday;Weekday;Nationaler Feiertag;Service Typ;Service;Closed;From 1;until1;From 1;until3;From 1;until3;Company;Schlüssel;OPUIC
7000;Bern;2024-03-29;Karfreitag;Friday;ja;1100;Western Union;;07:00;20:00;;;;;SBB;7000-2024-03-29T00:00:00-1100;8507000
7006;Münsingen BLS;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;BLS;7006-2024-04-01T00:00:00-9999;8507006
7006;Münsingen BLS;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;BLS;7006-2024-03-29T00:00:00-9999;8507006
7785;Bern, Bahnhof Postautostation;2024-08-01;Bundesfeiertag;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;POST;7785-2024-08-01T00:00:00-100;8507785
7785;Bern, Bahnhof Postautostation;2024-07-31;Tag vor Bundesfeier;Wednesday;ja;900;Fundservice;;07:30;17:00;;;;;POST;7785-2024-07-31T00:00:00-900;8507785
7785;Bern, Bahnhof Postautostation;2024-05-20;Pfingstmontag;Monday;ja;400;Kundendienst;ja;;;;;;;POST;7785-2024-05-20T00:00:00-400;8507785
7785;Bern, Bahnhof Postautostation;2024-05-08;Mittwoch vor Auffahrt;Wednesday;ja;900;Fundservice;;07:30;17:00;;;;;POST;7785-2024-05-08T00:00:00-900;8507785
7785;Bern, Bahnhof Postautostation;2024-03-29;Karfreitag;Friday;ja;400;Kundendienst;ja;;;;;;;POST;7785-2024-03-29T00:00:00-400;8507785
7785;Bern, Bahnhof Postautostation;2024-03-29;Karfreitag;Friday;ja;900;Fundservice;ja;;;;;;;POST;7785-2024-03-29T00:00:00-900;8507785
7851;Adelboden, Post;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;AFA;7851-2024-03-31T00:00:00-9999;8507851
7851;Adelboden, Post;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;08:20;12:00;13:30;17:30;;;AFA;7851-2024-03-30T00:00:00-9999;8507851
8100;Langenthal;2024-05-10;Auffahrtsbrücke;Friday;ja;9999;Alle Services;;08:00;16:00;;;;;SBB;8100-2024-05-10T00:00:00-9999;8508100
8314;Sarnen;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;17:00;;;;;ZB;8314-2024-05-20T00:00:00-9999;8508314
8318;Hergiswil;2024-08-01;Bundesfeiertag;Thursday;ja;700;Gepäckaufbewahrung;ja;;;;;;;ZB;8318-2024-08-01T00:00:00-700;8508318
8318;Hergiswil;2024-05-20;Pfingstmontag;Monday;ja;500;Gepäck;ja;;;;;;;ZB;8318-2024-05-20T00:00:00-500;8508318
8318;Hergiswil;2024-05-20;Pfingstmontag;Monday;ja;2123;DHL;ja;;;;;;;ZB;8318-2024-05-20T00:00:00-2123;8508318
8318;Hergiswil;2024-05-09;Auffahrt;Thursday;ja;1000;Geldwechsel;ja;;;;;;;ZB;8318-2024-05-09T00:00:00-1000;8508318
8318;Hergiswil;2024-05-09;Auffahrt;Thursday;ja;1100;Western Union;ja;;;;;;;ZB;8318-2024-05-09T00:00:00-1100;8508318
8318;Hergiswil;2024-05-09;Auffahrt;Thursday;ja;2123;DHL;ja;;;;;;;ZB;8318-2024-05-09T00:00:00-2123;8508318
8391;Stans;2024-05-30;Fronleichnam;Thursday;ja;1000;Geldwechsel;;07:15;17:00;;;;;ZB;8391-2024-05-30T00:00:00-1000;8508391
8391;Stans;2024-05-20;Pfingstmontag;Monday;ja;500;Gepäck;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-20T00:00:00-500;8508391
8391;Stans;2024-05-19;Pfingsten;Sunday;ja;700;Gepäckaufbewahrung;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-19T00:00:00-700;8508391
8391;Stans;2024-05-19;Pfingsten;Sunday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-19T00:00:00-2139;8508391
8391;Stans;2024-05-09;Auffahrt;Thursday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-05-09T00:00:00-2139;8508391
8391;Stans;2024-04-01;Ostermontag;Monday;ja;1000;Geldwechsel;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-04-01T00:00:00-1000;8508391
8391;Stans;2024-03-31;Ostern;Sunday;ja;1000;Geldwechsel;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-03-31T00:00:00-1000;8508391
8391;Stans;2024-03-31;Ostern;Sunday;ja;1100;Western Union;;08:00;12:00;13:00;16:00;;;ZB;8391-2024-03-31T00:00:00-1100;8508391
8391;Stans;2024-03-19;St. Josef;Tuesday;ja;1000;Geldwechsel;;07:15;17:00;;;;;ZB;8391-2024-03-19T00:00:00-1000;8508391
8789;Sörenberg, Post;2024-05-18;Pfingstsamstag;Saturday;ja;500;Gepäck;;09:00;12:00;13:30;16:00;;;POST;8789-2024-05-18T00:00:00-500;8508789
8789;Sörenberg, Post;2024-05-09;Auffahrt;Thursday;ja;500;Gepäck;ja;;;;;;;POST;8789-2024-05-09T00:00:00-500;8508789
8789;Sörenberg, Post;2024-03-19;St. Josef;Tuesday;ja;500;Gepäck;;09:00;13:00;;;;;POST;8789-2024-03-19T00:00:00-500;8508789
9000;Chur;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;07:30;18:00;;;;;SBB;9000-2024-03-31T00:00:00-9999;8509000
9002;Landquart;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2024-05-09T00:00:00-9999;8509002
9002;Landquart;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;07:30;12:00;13:00;17:00;;;SBB;9002-2024-03-31T00:00:00-9999;8509002
9255;Pontresina;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;RhB;9255-2024-03-31T00:00:00-9999;8509255
9262;Zernez;2024-04-01;Ostermontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;RhB;9262-2024-04-01T00:00:00-100;8509262
9262;Zernez;2024-04-01;Ostermontag;Monday;ja;500;Gepäck;ja;;;;;;;RhB;9262-2024-04-01T00:00:00-500;8509262
9262;Zernez;2024-04-01;Ostermontag;Monday;ja;700;Gepäckaufbewahrung;ja;;;;;;;RhB;9262-2024-04-01T00:00:00-700;8509262
9340;Bellinzona, Ufficio Postale;2024-08-15;Maria Himmelfahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2024-08-15T00:00:00-100;8509340
9340;Bellinzona, Ufficio Postale;2024-05-09;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;ja;;;;;;;PAG;9340-2024-05-09T00:00:00-100;8509340
9404;Buchs SG;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;9404-2024-05-20T00:00:00-9999;8509404
9881;Sils/Segl Maria;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;09:00;12:00;14:00;18:00;;;SBC;9881-2024-03-30T00:00:00-9999;8509881
9882;Silvaplana, Tourist Information;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;;14:00;16:00;;;;;SBC;9882-2024-04-01T00:00:00-9999;8509882
10403;Lausanne-Flon PDC TL;2024-05-20;Pfingstmontag;Monday;ja;2138;Meldestelle für Straftaten;ja;;;;;;;TL;10403-2024-05-20T00:00:00-2138;8510403
10858;Monthey;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;TMR;10858-2024-03-31T00:00:00-9999;8510858
16273;Genève-Eaux-Vives;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;16273-2024-03-29T00:00:00-9999;8516273
18053;Spreitenbach Tivoli;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;18053-2024-08-01T00:00:00-9999;8518053
18053;Spreitenbach Tivoli;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;18053-2024-05-30T00:00:00-9999;8518053
18053;Spreitenbach Tivoli;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;18053-2024-05-20T00:00:00-9999;8518053
18053;Spreitenbach Tivoli;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;18053-2024-03-29T00:00:00-9999;8518053
18424;Schüpfheim;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;BLS;18424-2024-05-30T00:00:00-9999;8518424
18424;Schüpfheim;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;BLS;18424-2024-05-09T00:00:00-9999;8518424
19152;Biel/Bienne VB;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;VB;19152-2024-05-19T00:00:00-9999;8519152
19152;Biel/Bienne VB;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;09:00;12:00;;;;;VB;19152-2024-03-30T00:00:00-9999;8519152
10;Basel SBB;2024-08-01;Bundesfeiertag;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;10-2024-08-01T00:00:00-100;8500010
10;Basel SBB;2024-05-19;Pfingsten;Sunday;ja;1100;Western Union;;09:30;18:00;;;;;SBB;10-2024-05-19T00:00:00-1100;8500010
10;Basel SBB;2024-05-09;Auffahrt;Thursday;ja;1100;Western Union;;09:30;18:00;;;;;SBB;10-2024-05-09T00:00:00-1100;8500010
10;Basel SBB;2024-05-01;Tag der Arbeit;Wednesday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;10-2024-05-01T00:00:00-100;8500010
10;Basel SBB;2024-04-01;Ostermontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;10-2024-04-01T00:00:00-100;8500010
10;Basel SBB;2024-04-01;Ostermontag;Monday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;10-2024-04-01T00:00:00-500;8500010
10;Basel SBB;2024-04-01;Ostermontag;Monday;ja;900;Fundservice;;09:00;18:00;;;;;SBB;10-2024-04-01T00:00:00-900;8500010
10;Basel SBB;2024-03-29;Karfreitag;Friday;ja;500;Gepäck;;09:00;18:00;;;;;SBB;10-2024-03-29T00:00:00-500;8500010
23;Liestal;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;23-2024-05-20T00:00:00-9999;8500023
105;Moutier;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;CFF;105-2024-05-20T00:00:00-9999;8500105
109;Delémont;2024-06-23;Fest der Unabhängigkeit Jura;Sunday;ja;9999;Alle Services;;08:00;12:00;13:30;17:00;;;CFF;109-2024-06-23T00:00:00-9999;8500109
113;Laufen;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;113-2024-05-09T00:00:00-9999;8500113
113;Laufen;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;113-2024-04-01T00:00:00-9999;8500113
118;Dornach-Arlesheim;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;118-2024-05-09T00:00:00-9999;8500118
118;Dornach-Arlesheim;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;118-2024-03-31T00:00:00-9999;8500118
126;Porrentruy;2024-08-15;Maria Himmelfahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;CFF;126-2024-08-15T00:00:00-9999;8500126
126;Porrentruy;2024-06-23;Fest der Unabhängigkeit Jura;Sunday;ja;9999;Alle Services;ja;;;;;;;CFF;126-2024-06-23T00:00:00-9999;8500126
126;Porrentruy;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;CFF;126-2024-03-31T00:00:00-9999;8500126
202;Grenchen Süd;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;202-2024-05-20T00:00:00-9999;8500202
202;Grenchen Süd;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;202-2024-05-19T00:00:00-9999;8500202
202;Grenchen Süd;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;202-2024-05-09T00:00:00-9999;8500202
207;Solothurn;2024-05-18;Pfingstsamstag;Saturday;ja;1400;Velovermietung;;10:00;17:00;;;;;SBB;207-2024-05-18T00:00:00-1400;8500207
207;Solothurn;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;207-2024-03-29T00:00:00-9999;8500207
212;Oensingen;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;212-2024-08-01T00:00:00-9999;8500212
212;Oensingen;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;212-2024-05-30T00:00:00-9999;8500212
212;Oensingen;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;212-2024-04-01T00:00:00-9999;8500212
218;Olten;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;09:00;17:00;;;;;SBB;218-2024-03-31T00:00:00-9999;8500218
294;Balsthal;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;OeBB;294-2024-03-31T00:00:00-9999;8500294
301;Rheinfelden;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;;09:00;12:00;13:00;15:30;;;SBB;301-2024-05-30T00:00:00-9999;8500301
305;Frick;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;305-2024-08-01T00:00:00-9999;8500305
305;Frick;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;305-2024-05-20T00:00:00-9999;8500305
309;Brugg AG;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;309-2024-08-01T00:00:00-9999;8500309
309;Brugg AG;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;;08:30;12:00;13:00;17:00;;;SBB;309-2024-03-31T00:00:00-9999;8500309
1008;Genève;2024-08-01;Bundesfeiertag;Thursday;ja;1100;Western Union;;07:00;20:00;;;;;CFF;1008-2024-08-01T00:00:00-1100;8501008
1008;Genève;2024-05-20;Pfingstmontag;Monday;ja;1000;Geldwechsel;;07:00;20:00;;;;;CFF;1008-2024-05-20T00:00:00-1000;8501008
1008;Genève;2024-04-01;Ostermontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;07:00;20:00;;;;;CFF;1008-2024-04-01T00:00:00-100;8501008
1008;Genève;2024-04-01;Ostermontag;Monday;ja;1000;Geldwechsel;;07:00;20:00;;;;;CFF;1008-2024-04-01T00:00:00-1000;8501008
1008;Genève;2024-03-31;Ostern;Sunday;ja;1100;Western Union;;07:00;20:00;;;;;CFF;1008-2024-03-31T00:00:00-1100;8501008
1026;Genève-Aéroport;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;07:30;20:15;;;;;CFF;1026-2024-08-01T00:00:00-9999;8501026
1026;Genève-Aéroport;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;07:30;20:15;;;;;CFF;1026-2024-05-20T00:00:00-9999;8501026
1120;Lausanne;2024-05-09;Auffahrt;Thursday;ja;500;Gepäck;;09:00;18:30;;;;;CFF;1120-2024-05-09T00:00:00-500;8501120
1120;Lausanne;2024-04-01;Ostermontag;Monday;ja;1000;Geldwechsel;;10:00;18:00;;;;;CFF;1120-2024-04-01T00:00:00-1000;8501120
1120;Lausanne;2024-03-29;Karfreitag;Friday;ja;500;Gepäck;;09:00;18:30;;;;;CFF;1120-2024-03-29T00:00:00-500;8501120
1120;Lausanne;2024-03-29;Karfreitag;Friday;ja;1100;Western Union;;10:00;18:00;;;;;CFF;1120-2024-03-29T00:00:00-1100;8501120
1173;Echallens;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;LEB;1173-2024-05-09T00:00:00-9999;8501173
1200;Vevey;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;08:00;12:00;13:30;16:30;;;CFF;1200-2024-05-20T00:00:00-9999;8501200
1300;Montreux;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1300-2024-05-09T00:00:00-9999;8501300
1500;Martigny;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1500-2024-08-01T00:00:00-9999;8501500
1500;Martigny;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1500-2024-05-09T00:00:00-9999;8501500
1500;Martigny;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1500-2024-03-30T00:00:00-9999;8501500
1500;Martigny;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1500-2024-03-29T00:00:00-9999;8501500
1506;Sion;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2024-05-20T00:00:00-9999;8501506
1506;Sion;2024-05-10;Auffahrtsbrücke;Friday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2024-05-10T00:00:00-9999;8501506
1506;Sion;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2024-05-09T00:00:00-9999;8501506
1506;Sion;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;08:30;12:00;13:30;17:30;;;CFF;1506-2024-03-29T00:00:00-9999;8501506
1509;Sierre/Siders;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;CFF;1509-2024-04-01T00:00:00-9999;8501509
1609;Brig;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;08:00;12:00;13:30;17:30;;;SBB;1609-2024-05-09T00:00:00-9999;8501609
1665;Münster VS;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;MGB;1665-2024-03-29T00:00:00-9999;8501665
1666;Reckingen;2024-04-01;Ostermontag;Monday;ja;500;Gepäck;ja;;;;;;;MGB;1666-2024-04-01T00:00:00-500;8501666
1666;Reckingen;2024-03-29;Karfreitag;Friday;ja;500;Gepäck;ja;;;;;;;MGB;1666-2024-03-29T00:00:00-500;8501666
2001;Zofingen;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2001-2024-08-01T00:00:00-9999;8502001
2001;Zofingen;2024-05-10;Auffahrtsbrücke;Friday;ja;9999;Alle Services;;08:00;16:00;;;;;SBB;2001-2024-05-10T00:00:00-9999;8502001
2001;Zofingen;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;2001-2024-03-29T00:00:00-9999;8502001
2007;Sursee;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2007-2024-08-01T00:00:00-9999;8502007
2007;Sursee;2024-07-31;Tag vor Bundesfeier;Wednesday;ja;9999;Alle Services;;07:30;16:00;;;;;SBB;2007-2024-07-31T00:00:00-9999;8502007
2007;Sursee;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2007-2024-05-30T00:00:00-9999;8502007
2007;Sursee;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2007-2024-05-09T00:00:00-9999;8502007
2007;Sursee;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2007-2024-04-01T00:00:00-9999;8502007
2007;Sursee;2024-03-31;Ostern;Sunday;ja;9999;Alle Services;ja;;;;;;;SBB;2007-2024-03-31T00:00:00-9999;8502007
2007;Sursee;2024-03-28;Gründonnerstag;Thursday;ja;9999;Alle Services;;07:30;18:30;;;;;SBB;2007-2024-03-28T00:00:00-9999;8502007
2021;Emmenbrücke;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2021-2024-08-01T00:00:00-9999;8502021
2024;Hochdorf;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2024-2024-08-01T00:00:00-9999;8502024
2024;Hochdorf;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2024-2024-05-30T00:00:00-9999;8502024
2024;Hochdorf;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2024-2024-05-09T00:00:00-9999;8502024
2113;Aarau;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;09:00;18:00;;;;;SBB;2113-2024-05-20T00:00:00-9999;8502113
2113;Aarau;2024-03-30;Ostersamstag;Saturday;ja;9999;Alle Services;;07:00;18:30;;;;;SBB;2113-2024-03-30T00:00:00-9999;8502113
2119;Lenzburg;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;08:00;12:00;13:00;17:00;;;SBB;2119-2024-03-29T00:00:00-9999;8502119
2204;Zug;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;07:45;19:00;;;;;SBB;2204-2024-08-01T00:00:00-9999;8502204
2204;Zug;2024-05-19;Pfingsten;Sunday;ja;9999;Alle Services;;07:45;19:00;;;;;SBB;2204-2024-05-19T00:00:00-9999;8502204
2204;Zug;2024-05-09;Auffahrt;Thursday;ja;9999;Alle Services;;07:45;19:00;;;;;SBB;2204-2024-05-09T00:00:00-9999;8502204
2206;Baar;2024-08-15;Maria Himmelfahrt;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2206-2024-08-15T00:00:00-9999;8502206
2206;Baar;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;2206-2024-05-30T00:00:00-9999;8502206
2206;Baar;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2206-2024-05-20T00:00:00-9999;8502206
2206;Baar;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;2206-2024-04-01T00:00:00-9999;8502206
2213;Wohlen AG;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;2213-2024-03-29T00:00:00-9999;8502213
2978;Zug ZVB;2024-07-31;Tag vor Bundesfeier;Wednesday;ja;9999;Alle Services;;09:00;17:00;;;;;ZVB;2978-2024-07-31T00:00:00-9999;8502978
2978;Zug ZVB;2024-05-30;Fronleichnam;Thursday;ja;9999;Alle Services;ja;;;;;;;ZVB;2978-2024-05-30T00:00:00-9999;8502978
3000;Zürich HB;2024-08-01;Bundesfeiertag;Thursday;ja;900;Fundservice;;08:30;19:00;;;;;SBB;3000-2024-08-01T00:00:00-900;8503000
3000;Zürich HB;2024-08-01;Bundesfeiertag;Thursday;ja;1400;Velovermietung;;08:30;19:00;;;;;SBB;3000-2024-08-01T00:00:00-1400;8503000
3000;Zürich HB;2024-08-01;Bundesfeiertag;Thursday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:30;19:00;;;;;SBB;3000-2024-08-01T00:00:00-2139;8503000
3000;Zürich HB;2024-05-20;Pfingstmontag;Monday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;3000-2024-05-20T00:00:00-100;8503000
3000;Zürich HB;2024-05-20;Pfingstmontag;Monday;ja;1400;Velovermietung;;08:30;19:00;;;;;SBB;3000-2024-05-20T00:00:00-1400;8503000
3000;Zürich HB;2024-05-09;Auffahrt;Thursday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;3000-2024-05-09T00:00:00-100;8503000
3000;Zürich HB;2024-05-09;Auffahrt;Thursday;ja;1000;Geldwechsel;;08:00;20:00;;;;;SBB;3000-2024-05-09T00:00:00-1000;8503000
3000;Zürich HB;2024-05-01;Tag der Arbeit;Wednesday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:30;19:00;;;;;SBB;3000-2024-05-01T00:00:00-2139;8503000
3000;Zürich HB;2024-03-31;Ostern;Sunday;ja;100;Billette, Abonnemente, Freizeitangebote;;06:00;21:00;;;;;SBB;3000-2024-03-31T00:00:00-100;8503000
3000;Zürich HB;2024-03-31;Ostern;Sunday;ja;900;Fundservice;;08:30;19:00;;;;;SBB;3000-2024-03-31T00:00:00-900;8503000
3000;Zürich HB;2024-03-31;Ostern;Sunday;ja;1400;Velovermietung;;08:30;19:00;;;;;SBB;3000-2024-03-31T00:00:00-1400;8503000
3000;Zürich HB;2024-03-31;Ostern;Sunday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:30;19:00;;;;;SBB;3000-2024-03-31T00:00:00-2139;8503000
3000;Zürich HB;2024-03-29;Karfreitag;Friday;ja;1000;Geldwechsel;;08:00;20:00;;;;;SBB;3000-2024-03-29T00:00:00-1000;8503000
3000;Zürich HB;2024-03-29;Karfreitag;Friday;ja;2139;Aufgabezeiten für den Versand von Fluggepäck nach Flughafen Zürich;;08:30;19:00;;;;;SBB;3000-2024-03-29T00:00:00-2139;8503000
3006;Zürich Oerlikon;2024-08-01;Bundesfeiertag;Thursday;ja;2137;Beratungstermin für Bahnreisen und Services;ja;;;;;;;SBB;3006-2024-08-01T00:00:00-2137;8503006
3006;Zürich Oerlikon;2024-05-20;Pfingstmontag;Monday;ja;2137;Beratungstermin für Bahnreisen und Services;ja;;;;;;;SBB;3006-2024-05-20T00:00:00-2137;8503006
3006;Zürich Oerlikon;2024-05-01;Tag der Arbeit;Wednesday;ja;2137;Beratungstermin für Bahnreisen und Services;ja;;;;;;;SBB;3006-2024-05-01T00:00:00-2137;8503006
3010;Zürich Enge;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;;09:30;12:00;13:00;17:30;;;SBB;3010-2024-08-01T00:00:00-9999;8503010
3010;Zürich Enge;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;;09:30;12:00;13:00;17:30;;;SBB;3010-2024-05-20T00:00:00-9999;8503010
3010;Zürich Enge;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;;09:30;12:00;13:00;17:30;;;SBB;3010-2024-03-29T00:00:00-9999;8503010
3101;Küsnacht ZH;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3101-2024-03-29T00:00:00-9999;8503101
3104;Meilen;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3104-2024-03-29T00:00:00-9999;8503104
3107;Stäfa;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3107-2024-04-01T00:00:00-9999;8503107
3107;Stäfa;2024-03-29;Karfreitag;Friday;ja;9999;Alle Services;ja;;;;;;;SBB;3107-2024-03-29T00:00:00-9999;8503107
3116;Uznach;2024-08-01;Bundesfeiertag;Thursday;ja;9999;Alle Services;ja;;;;;;;SBB;3116-2024-08-01T00:00:00-9999;8503116
3116;Uznach;2024-05-20;Pfingstmontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3116-2024-05-20T00:00:00-9999;8503116
3116;Uznach;2024-04-01;Ostermontag;Monday;ja;9999;Alle Services;ja;;;;;;;SBB;3116-2024-04-01T00:00:00-9999;8503116
